SRC,DST,W
76,2428,0.012987012987012986
76,2530,0.030303030303030307
76,2644,0.0
76,2955,0.0
77,1222,0.0
78,1687,0.0
78,2043,0.0
78,2366,0.0
78,2492,0.0
79,298,0.0
79,2089,0.0
80,359,0.016835016835016838
80,2316,0.0
80,3029,0.016835016835016838
81,558,0.07407407407407407
81,591,0.06926406926406926
81,1145,0.027777777777777776
81,1527,0.013468013468013471
81,2414,0.027777777777777776
81,2976,0.012345679012345678
82,2271,0.0
83,540,0.022727272727272724
83,584,0.0
83,649,0.011111111111111113
83,654,0.0
83,923,0.023088023088023088
83,1077,0.011363636363636364
83,1225,0.0112893642305407
83,1383,0.0
83,1842,0.0
83,1932,0.023767082590612
83,2673,0.0
83,3017,0.011019283746556474
83,3018,0.0112893642305407
83,3046,0.047886270108492335
83,3299,0.0
83,3318,0.0
84,582,0.01049712814418697
84,653,0.020202020202020204
85,2893,0.0
86,1488,0.0
86,1857,0.0
87,1710,0.015151515151515154
87,2215,0.016835016835016838
88,3156,0.0
89,35,0.0
90,118,0.0
90,3277,0.0
91,1992,0.0
92,582,0.0
92,2189,0.0
93,2939,0.0
94,1192,0.020202020202020204
94,2793,0.020202020202020204
95,110,0.012121212121212123
95,822,0.0
95,928,0.0
95,2269,0.011937557392102848
95,2636,0.0
95,3274,0.024531024531024532
96,119,0.013468013468013471
96,132,0.028860028860028857
96,339,0.0
96,1322,0.015151515151515154
97,902,0.0707070707070707
97,1201,0.0404040404040404
97,2572,0.0404040404040404
98,353,0.0
98,386,0.0
98,936,0.0
98,1078,0.011784511784511785
98,1406,0.012121212121212123
98,2174,0.0
98,2284,0.012121212121212123
98,2297,0.012121212121212123
98,2510,0.011655011655011656
98,2511,0.0
99,157,0.0
99,1015,0.0
99,2571,0.0
100,100,0.09090909090909093
100,1026,0.03535353535353535
100,2158,0.0505050505050505
101,825,0.011937557392102848
101,1325,0.0
101,1340,0.012626262626262626
101,1434,0.0
101,2855,0.028860028860028857
101,3087,0.0
101,3161,0.0
102,1016,0.0
102,1639,0.0
102,1748,0.0
102,2198,0.0
103,2130,0.020202020202020204
104,1768,0.01414141414141414
104,1964,0.020202020202020204
105,976,0.0
106,155,0.0505050505050505
106,1366,0.0
106,2189,0.011544011544011544
106,2643,0.027777777777777776
106,2776,0.0505050505050505
107,3193,0.0
108,1833,0.0
108,2137,0.0
109,1454,0.0
109,1819,0.0
109,2658,0.0
109,2659,0.0
110,95,0.012121212121212123
110,472,0.04242424242424242
110,541,0.03535353535353535
110,1551,0.02693602693602693
110,1704,0.045454545454545456
110,3274,0.057239057239057235
111,251,0.0
112,1249,0.0
113,12,0.0
113,150,0.0
113,1533,0.0
113,1875,0.0
114,553,0.0
114,1419,0.0
114,1538,0.0
114,1686,0.0
114,2074,0.0
114,2677,0.0
115,880,0.0
115,2122,0.0
116,3310,0.0
117,367,0.0
118,32,0.0
118,90,0.0
118,3133,0.0
119,96,0.013468013468013471
119,132,0.012626262626262626
119,1829,0.0
119,3133,0.0
120,337,0.020202020202020204
120,1650,0.016835016835016838
121,1911,0.0
121,3137,0.0
122,827,0.020202020202020204
122,2421,0.01414141414141414
123,1992,0.0
124,124,0.08080808080808081
124,1811,0.012987012987012986
125,831,0.0
126,204,0.0
127,143,0.0
128,1041,0.0
129,1240,0.0
130,582,0.01049712814418697
130,1004,0.012626262626262626
131,935,0.0
131,2622,0.0
131,3324,0.0
132,96,0.028860028860028857
132,119,0.012626262626262626
132,779,0.0
132,1322,0.013468013468013471
132,1329,0.0
132,3134,0.0
133,1631,0.0
134,874,0.0
135,28,0.011655011655011656
135,1566,0.0
135,2080,0.0
136,31,0.011655011655011656
136,43,0.011164274322169059
136,1561,0.0
136,1702,0.0
136,1759,0.023767082590612
136,1940,0.0
136,2315,0.0
136,2507,0.02356902356902357
136,2519,0.0
136,2520,0.011655011655011656
136,2598,0.011784511784511785
137,755,0.0
137,1034,0.023767082590612
137,1422,0.0103010301030103
137,2782,0.010662177328843994
138,468,0.062160062160062174
138,680,0.012121212121212123
138,1097,0.010878010878010878
138,1131,0.0
138,1736,0.011655011655011656
138,1853,0.023989898989898988
138,2196,0.011063011063011064
138,2487,0.011655011655011656
138,2488,0.02525252525252525
139,602,0.016835016835016838
139,958,0.015151515151515154
140,1713,0.0
141,1036,0.0
142,1002,0.028860028860028857
142,1200,0.012987012987012986
142,1455,0.01414141414141414
142,2059,0.0
142,2734,0.030303030303030307
143,127,0.0
144,847,0.0
144,1130,0.02571166207529844
144,1429,0.023391812865497075
144,2110,0.028860028860028857
145,3121,0.0
146,14,0.020202020202020204
146,1248,0.0505050505050505
147,1350,0.0
147,1439,0.011937557392102848
147,1647,0.011784511784511785
147,2264,0.0
147,2404,0.0
147,2405,0.0
147,2625,0.0
147,2626,0.024531024531024532
148,1770,0.0
148,2068,0.016835016835016838
148,2228,0.011937557392102848
149,364,0.0
150,113,0.0
150,557,0.0
150,677,0.0
150,966,0.0
150,1097,0.0
150,1357,0.0
150,1622,0.0
150,1760,0.0
150,2474,0.0
150,2487,0.0
151,930,0.0
151,1736,0.0
151,2217,0.0
151,2299,0.0
152,1429,0.0
152,1666,0.0
152,2546,0.0
153,396,0.0
153,744,0.0
153,755,0.0
153,2925,0.0
154,450,0.0
154,1112,0.0
154,1131,0.0
154,1625,0.0
154,1668,0.0
155,106,0.0505050505050505
155,155,0.12626262626262627
155,922,0.013468013468013471
155,2643,0.047619047619047616
155,2776,0.0505050505050505
156,942,0.0
156,1334,0.0
156,1677,0.0
156,3084,0.0
157,69,0.01414141414141414
157,99,0.0
157,1178,0.015151515151515154
157,2507,0.0
158,1,0.03232323232323233
158,1097,0.023391812865497075
158,2919,0.027777777777777776
159,465,0.0
160,926,0.01414141414141414
160,934,0.054545454545454536
160,1616,0.013468013468013471
160,2133,0.01414141414141414
160,2716,0.0
161,2003,0.0
161,2735,0.0
161,3070,0.0
162,1070,0.0
163,3182,0.0
164,2409,0.0
165,944,0.0
165,1994,0.0
165,2804,0.0
166,667,0.0
167,1904,0.0
167,2909,0.0
168,3193,0.0
169,247,0.0
169,929,0.0
170,491,0.027777777777777776
170,881,0.012121212121212123
170,1755,0.0
170,2228,0.024531024531024532
170,2571,0.0
170,2583,0.012626262626262626
170,2803,0.0
171,425,0.0
172,1557,0.012987012987012986
172,2320,0.012987012987012986
172,2322,0.03535353535353535
173,519,0.020202020202020204
174,1289,0.0
175,2941,0.0
176,2679,0.016835016835016838
176,2750,0.020202020202020204
177,1971,0.0
177,2442,0.013468013468013471
177,2687,0.016835016835016838
178,8,0.020202020202020204
178,1033,0.012345679012345678
179,1298,0.0
179,1860,0.0
179,2436,0.0
179,2696,0.0
180,351,0.054545454545454536
180,661,0.024864024864024867
180,2638,0.024864024864024867
180,2639,0.060606060606060615
181,1262,0.0
181,1422,0.0
182,2262,0.0
183,2946,0.030303030303030307
184,1825,0.0
185,3278,0.0
186,55,0.0
186,2507,0.011937557392102848
186,2883,0.016835016835016838
187,199,0.0
188,2619,0.0
189,1802,0.0
189,2076,0.0
189,2434,0.012121212121212123
190,325,0.016835016835016838
190,3107,0.0
190,3184,0.015151515151515154
191,1927,0.0
191,2169,0.0
192,192,inf
193,572,0.0
194,397,0.012987012987012986
194,1522,0.012345679012345678
194,1620,0.0
194,2218,0.0
194,2900,0.0
194,3051,0.0
194,3052,0.0
195,1407,0.020202020202020204
195,1823,0.0
196,2508,0.0
197,715,0.0
197,755,0.0
198,1453,0.0
198,2001,0.0
198,2327,0.0
199,187,0.0
200,2842,0.016835016835016838
200,2843,0.020202020202020204
201,1701,0.0
202,1594,0.0
203,1094,0.01414141414141414
203,2899,0.023767082590612
203,3009,0.0
204,126,0.0
204,1434,0.0
204,3087,0.0
205,212,0.043771043771043766
205,783,0.043771043771043766
205,854,0.0
205,2296,0.012626262626262626
205,3076,0.027777777777777776
205,3134,0.0
205,3265,0.012626262626262626
206,772,0.0
207,270,0.0
208,218,0.03962703962703963
208,404,0.09595959595959597
208,438,0.07575757575757576
208,997,0.011655011655011656
208,1534,0.024864024864024867
208,1718,0.09917355371900824
208,2433,0.02571166207529844
208,2703,0.1627384960718294
208,2705,0.09595959595959597
208,2706,0.07575757575757576
208,2966,0.07805325987144167
209,1991,0.0
210,3183,0.0
211,1444,0.0
211,1896,0.0
212,205,0.043771043771043766
212,783,0.045454545454545456
212,2835,0.047619047619047616
212,2836,0.012987012987012986
212,3076,0.0505050505050505
212,3265,0.012987012987012986
213,528,0.0
213,2097,0.0
213,3073,0.0
214,2485,0.0
214,2773,0.01414141414141414
214,2928,0.015151515151515154
215,582,0.0
216,695,0.0
216,1655,0.0
216,2615,0.0
217,1319,0.01414141414141414
217,1603,0.0404040404040404
217,2867,0.013468013468013471
218,208,0.03962703962703963
218,1482,0.0
218,1718,0.043771043771043766
218,1896,0.010909090909090908
218,2433,0.030303030303030307
218,2703,0.051036682615629984
219,2254,0.012987012987012986
219,3093,0.016835016835016838
220,755,0.0
220,968,0.034343434343434336
220,1034,0.05162738496071829
220,1214,0.04586404586404587
220,1422,0.0314913844325609
220,2475,0.054834054834054825
220,2782,0.04601571268237935
221,1097,0.0
222,26,0.013468013468013471
222,567,0.0
222,1392,0.028860028860028857
222,2634,0.013468013468013471
222,2729,0.012121212121212123
222,2857,0.012987012987012986
223,223,inf
224,1622,0.0
225,741,0.0
225,1066,0.028860028860028857
225,1528,0.0
225,3203,0.028860028860028857
225,3204,0.047619047619047616
226,1907,0.0
226,2713,0.0
227,843,0.0
227,1809,0.013468013468013471
227,2619,0.0
227,3249,0.011937557392102848
228,300,0.027777777777777776
228,411,0.012121212121212123
228,1233,0.0
228,1531,0.012121212121212123
228,2815,0.027777777777777776
228,3012,0.0
229,27,0.03787878787878788
229,307,0.023767082590612
229,492,0.0
229,887,0.022626262626262626
229,895,0.024864024864024867
229,1230,0.011447811447811448
229,2023,0.05387205387205387
229,2282,0.03896103896103896
229,2782,0.07207207207207207
229,2785,0.011784511784511785
230,356,0.0
230,1968,0.0
230,2979,0.0
231,875,0.0
232,252,0.0
232,333,0.0
233,2079,0.0
234,582,0.01048951048951049
234,2391,0.016835016835016838
234,2993,0.0
235,256,0.0
236,618,0.0
236,1582,0.0
237,585,0.0
237,1731,0.0
237,2398,0.0
237,2564,0.0
238,735,0.0
239,767,0.015151515151515154
239,1321,0.03535353535353535
239,3230,0.015151515151515154
240,2942,0.0
241,603,0.0
241,936,0.0
241,1414,0.012987012987012986
241,2174,0.011164274322169059
241,2861,0.024531024531024532
242,796,0.0
242,1582,0.027777777777777776
242,1736,0.0
242,2032,0.030303030303030307
242,2196,0.0
242,2299,0.02693602693602693
243,931,0.0
243,1812,0.0
244,906,0.0
245,1066,0.028860028860028857
245,3124,0.0
245,3189,0.0
245,3203,0.028860028860028857
245,3204,0.047619047619047616
246,1422,0.0
246,2782,0.0
247,169,0.0
247,1217,0.0
247,1265,0.0
247,2063,0.0
247,2088,0.0
247,2613,0.0
247,2643,0.0
247,2848,0.0
248,297,0.016835016835016838
248,1669,0.020202020202020204
249,906,0.0
250,825,0.0
250,2083,0.0
251,111,0.0
252,232,0.0
253,843,0.012987012987012986
253,1992,0.0
253,2579,0.013468013468013471
254,266,0.03787878787878788
254,1543,0.024531024531024532
254,1687,0.0
254,1772,0.03962703962703963
254,1822,0.035573122529644265
254,2067,0.08888888888888889
254,2222,0.03962703962703963
254,2551,0.0
254,2619,0.011544011544011544
254,2732,0.03962703962703963
254,2733,0.024531024531024532
254,3249,0.011164274322169059
255,2277,0.0
256,235,0.0
257,720,0.0
257,2970,0.0
258,962,0.0
259,1637,0.0
259,2978,0.0
260,2749,0.0
261,288,0.0
262,1597,0.0
263,525,0.0
263,737,0.0
263,886,0.011655011655011656
263,2422,0.012121212121212123
263,2655,0.02525252525252525
264,1267,0.0
265,1536,0.060606060606060615
265,2220,0.013468013468013471
265,2452,0.013468013468013471
266,254,0.03787878787878788
266,672,0.0
266,1156,0.0
266,1809,0.012121212121212123
266,2067,0.011363636363636364
266,2619,0.012121212121212123
266,3249,0.024531024531024532
266,3298,0.0
267,749,0.015151515151515154
267,1259,0.012987012987012986
268,1942,0.0
268,2622,0.0
268,3242,0.0
268,3324,0.0
269,1782,0.0
269,1903,0.0
269,3228,0.012626262626262626
269,3234,0.0
269,3235,0.0
269,3236,0.013468013468013471
270,207,0.0
271,1266,0.0
272,450,0.0
272,2765,0.0
273,416,0.0
273,468,0.022626262626262626
273,768,0.012987012987012986
273,1417,0.012987012987012986
273,2217,0.024531024531024532
274,52,0.0
275,710,0.0
275,1297,0.0
276,276,inf
277,3238,0.0
278,2015,0.0
278,2469,0.0
279,279,0.10774410774410777
279,688,0.0404040404040404
279,1928,0.0707070707070707
279,2326,0.0404040404040404
280,1296,0.0
280,1563,0.0
281,646,0.0
282,1163,0.020202020202020204
282,2348,0.012987012987012986
283,1596,0.015151515151515154
283,3252,0.015151515151515154
284,58,0.03232323232323233
284,284,0.09090909090909093
284,2009,0.09090909090909093
285,1418,0.0
285,1967,0.0
286,1466,0.0
286,1835,0.0
286,2401,0.0
286,2674,0.0
287,1011,0.0
288,261,0.0
288,1361,0.0
289,1422,0.0
289,1943,0.0
290,2701,0.0
291,873,0.0
292,594,0.0
292,1843,0.0
292,2141,0.015151515151515154
292,2854,0.015151515151515154
293,1585,0.011937557392102848
293,1874,0.016835016835016838
294,540,0.011937557392102848
294,3046,0.011363636363636364
295,3061,0.0
296,2853,0.0
297,248,0.016835016835016838
297,513,0.0
297,1669,0.016835016835016838
298,79,0.0
298,468,0.0
299,1057,0.0
299,1134,0.0
300,228,0.027777777777777776
300,1410,0.02525252525252525
300,1531,0.027777777777777776
300,2763,0.0
300,2815,0.028860028860028857
301,1204,0.0
302,302,0.10774410774410777
302,962,0.011655011655011656
302,1943,0.010732323232323232
302,2651,0.012345679012345678
303,493,0.0
303,719,0.011655011655011656
303,937,0.0
303,1190,0.024864024864024867
303,1343,0.0112893642305407
303,1422,0.042309891366495135
303,1480,0.0
303,2116,0.011544011544011544
303,2254,0.023989898989898988
303,2585,0.023767082590612
303,3093,0.011655011655011656
303,3186,0.0
304,637,0.011363636363636364
304,1620,0.010942760942760943
304,2025,0.0
305,2929,0.0
306,1368,0.0
307,229,0.023767082590612
307,585,0.011544011544011544
307,1230,0.024531024531024532
307,1290,0.02424242424242424
307,1918,0.0
307,1943,0.02184002184002184
307,2230,0.011363636363636364
307,2398,0.011111111111111113
307,2676,0.0
307,2782,0.03333333333333333
308,2930,0.0
308,3221,0.0
309,1680,0.0
310,1878,0.015151515151515154
310,2936,0.0404040404040404
310,2937,0.016835016835016838
311,413,0.0
311,1253,0.0
311,2803,0.0
312,2644,0.0
313,964,0.0
313,2984,0.0
314,16,0.10047846889952153
314,373,0.05162738496071829
314,622,0.11908559276980328
314,912,0.05162738496071829
314,1422,0.010284664830119377
314,1567,0.03496503496503497
314,1605,0.09641873278236916
314,1708,0.1414141414141414
314,1943,0.033411033411033415
314,2166,0.02295684113865932
314,2596,0.03581267217630854
314,2597,0.03535353535353535
314,2637,0.06944444444444445
315,1124,0.0
316,777,0.0
316,2931,0.0
316,2932,0.0
317,411,0.0
318,717,0.0
319,1536,0.03232323232323233
319,2220,0.013468013468013471
319,2646,0.0
320,2962,0.0
321,2227,0.0
321,3083,0.0
322,1879,0.0
323,697,0.0
324,3116,0.0
325,190,0.016835016835016838
325,3184,0.016835016835016838
326,984,0.0
326,3085,0.0
327,1382,0.0
328,71,0.020202020202020204
328,660,0.016835016835016838
329,1889,0.0
329,2517,0.0
329,2618,0.0
330,3184,0.0
330,3206,0.0
331,1083,0.013468013468013471
331,1278,0.0
331,1709,0.03535353535353535
331,2948,0.01414141414141414
332,2259,0.0
332,2921,0.0
333,232,0.0
333,777,0.0
334,1692,0.0
335,723,0.016835016835016838
335,1088,0.016835016835016838
336,561,0.026262626262626262
336,876,0.0
336,1180,0.057239057239057235
336,1600,0.012121212121212123
336,2580,0.060606060606060615
336,2581,0.026262626262626262
336,3002,0.0
337,120,0.020202020202020204
337,1650,0.016835016835016838
338,1227,0.013468013468013471
338,2642,0.016835016835016838
339,96,0.0
339,472,0.0
339,2789,0.0
340,1050,0.0
340,2597,0.0
341,1869,0.0
342,678,0.0
342,3296,0.0
343,1773,0.0
344,2238,0.0
344,3289,0.0
345,1452,0.0
346,1663,0.0
347,1202,0.011784511784511785
347,1758,0.011937557392102848
347,1853,0.011544011544011544
347,2073,0.0
347,2527,0.06926406926406926
347,2633,0.011447811447811448
348,399,0.0
348,1991,0.0
349,2760,0.0
350,2399,0.0
351,180,0.054545454545454536
351,661,0.024531024531024532
351,1112,0.0
351,2638,0.024531024531024532
351,2639,0.054545454545454536
352,1728,0.0
352,3293,0.0
353,98,0.0
353,2434,0.012345679012345678
354,3006,0.0
355,1121,0.0
356,230,0.0
356,3156,0.0
357,1948,0.01414141414141414
357,2350,0.03535353535353535
357,2351,0.012987012987012986
358,358,inf
359,80,0.016835016835016838
359,3029,0.020202020202020204
360,477,0.0
361,1918,0.04242424242424242
361,2185,0.0
361,2444,0.043771043771043766
361,2649,0.045454545454545456
361,2650,0.04242424242424242
362,2339,0.0
362,2340,0.0
363,800,0.0
364,149,0.0
364,399,0.0
364,1991,0.0
365,630,0.0
365,1150,0.0
366,2061,0.0
367,117,0.0
368,1199,0.0
369,580,0.0
370,2157,0.0
370,2499,0.0
371,1369,0.030303030303030307
371,1423,0.0
371,1746,0.028860028860028857
371,1981,0.04132231404958678
371,2463,0.0
371,3071,0.045454545454545456
372,3193,0.0
373,314,0.05162738496071829
373,373,0.2244668911335578
373,616,0.036075036075036065
373,912,0.14692378328741965
373,1117,0.08556149732620323
373,1605,0.1212121212121212
373,1708,0.12626262626262627
373,2416,0.06944444444444445
373,2490,0.040404040404040414
373,2925,0.06262626262626263
374,1411,0.012121212121212123
374,2368,0.028860028860028857
374,2790,0.012121212121212123
374,3286,0.0
375,1793,0.0
376,2300,0.0
377,715,0.012987012987012986
377,2405,0.012987012987012986
378,2767,0.0
378,3272,0.0
379,582,0.0
379,2189,0.0
380,2155,0.016835016835016838
380,3188,0.020202020202020204
381,1457,0.01414141414141414
381,2955,0.012987012987012986
382,696,0.0
383,989,0.020202020202020204
383,1033,0.012345679012345678
384,1930,0.0
385,1700,0.0
386,98,0.0
387,2808,0.0
388,2254,0.0
389,2111,0.0
389,2989,0.015151515151515154
390,871,0.0
390,1916,0.0
390,2103,0.015151515151515154
390,2105,0.0
391,2995,0.0
392,2316,0.0
393,566,0.0
394,1879,0.0
394,2594,0.0
394,2711,0.0
395,2519,0.0
395,2622,0.0
396,153,0.0
396,468,0.02253302253302254
396,930,0.026262626262626262
396,2217,0.02424242424242424
396,2519,0.02424242424242424
396,2887,0.0
397,194,0.012987012987012986
397,1522,0.015151515151515154
398,1251,0.011937557392102848
398,1843,0.015151515151515154
399,348,0.0
399,364,0.0
399,957,0.0
400,400,0.08080808080808081
400,862,0.030303030303030307
401,2739,0.0
402,603,0.0
402,1414,0.01414141414141414
402,2861,0.011655011655011656
403,3185,0.0
404,208,0.09595959595959597
404,1534,0.043771043771043766
404,1718,0.04132231404958678
404,1896,0.04882154882154882
404,2703,0.12358882947118242
404,2705,0.10774410774410777
404,2706,0.08417508417508418
404,2966,0.06285072951739618
405,582,0.021367521367521368
405,1660,0.015151515151515154
405,2179,0.015151515151515154
405,3274,0.0
406,1296,0.0
407,1364,0.0
408,637,0.0
409,1341,0.0
409,1529,0.0
409,2584,0.0
410,1808,0.0
410,3106,0.0
411,228,0.012121212121212123
411,317,0.0
411,1033,0.0
411,1335,0.0
411,1410,0.011544011544011544
411,2815,0.027777777777777776
412,2440,0.0
412,3257,0.0
413,311,0.0
413,805,0.0
413,1812,0.0
413,2204,0.0
413,2718,0.012345679012345678
413,2719,0.0
413,2720,0.012626262626262626
414,1128,0.0
414,1625,0.02215705441511893
414,1666,0.011447811447811448
414,2429,0.030303030303030307
414,2565,0.012987012987012986
415,2533,0.0
416,273,0.0
416,1758,0.0
416,2645,0.0
417,915,0.0
417,1335,0.0
418,1207,0.0
419,476,0.0
419,1004,0.0
420,1933,0.0
421,1135,0.0
421,1162,0.0
421,2275,0.0
421,2631,0.0
422,2237,0.015151515151515154
422,2867,0.01414141414141414
423,1756,0.0
424,3163,0.0
425,171,0.0
426,2129,0.0
427,840,0.013468013468013471
427,1560,0.013468013468013471
427,1705,0.028860028860028857
427,2114,0.013468013468013471
427,2477,0.012987012987012986
428,773,0.043771043771043766
428,1439,0.011937557392102848
428,1647,0.02571166207529844
428,2264,0.011363636363636364
428,2404,0.0
428,2405,0.0
428,2625,0.0
428,2626,0.03962703962703963
429,541,0.010942760942760943
429,1620,0.010909090909090908
429,2028,0.0
429,2154,0.0
430,1684,0.0
430,2844,0.0
431,869,0.01414141414141414
431,1174,0.0
431,1268,0.015151515151515154
431,2352,0.030303030303030307
432,2983,0.0
433,2829,0.0
434,549,0.012345679012345678
434,1655,0.0
434,2361,0.011544011544011544
434,2362,0.0
435,1019,0.01414141414141414
435,1875,0.0112893642305407
435,1996,0.0
436,2317,0.0
437,2922,0.0
438,208,0.07575757575757576
438,1718,0.04242424242424242
438,1896,0.03535353535353535
438,2703,0.10398098633392752
438,2705,0.11363636363636365
438,2706,0.08838383838383837
438,2966,0.06565656565656566
439,2011,0.0
439,3128,0.0
440,3047,0.0
441,1782,0.0
441,2501,0.0
441,2812,0.0
442,2911,0.0
443,857,0.0404040404040404
443,1828,0.03535353535353535
443,2406,0.03535353535353535
444,1301,0.0
444,2655,0.0
445,509,0.0
445,2891,0.0
446,2388,0.0
447,1184,0.0
447,3286,0.0
448,888,0.0
448,1090,0.0
449,1543,0.0
450,154,0.0
450,272,0.0
450,542,0.02424242424242424
450,882,0.011447811447811448
450,1020,0.011447811447811448
450,1532,0.011447811447811448
450,1561,0.0
450,1817,0.0
450,1915,0.011223344556677891
450,1965,0.0
450,2196,0.02253302253302254
450,2295,0.011447811447811448
450,2299,0.0
450,2507,0.010979358805445762
450,2519,0.022727272727272724
451,1630,0.0
451,2736,0.0
452,2214,0.0
453,51,0.035573122529644265
453,807,0.05050505050505051
453,835,0.022837066315327188
453,887,0.04671717171717172
453,941,0.05050505050505051
453,1009,0.011019283746556474
453,1034,0.0916573138795361
453,1214,0.1596452328159645
453,1219,0.05050505050505051
453,1422,0.14898989898989898
453,1599,0.0
453,1644,0.04817404817404818
453,2053,0.023391812865497075
453,2254,0.010942760942760943
453,2475,0.04817404817404818
453,2667,0.050024050024050026
453,2782,0.14363143631436315
453,2784,0.036075036075036065
453,2786,0.03668261562998405
454,2828,0.0
455,1656,0.015151515151515154
455,1684,0.0
455,1992,0.0
455,3017,0.0
456,1592,0.0
457,1438,0.0
458,2233,0.0
